clause_text,risk_index,label,probability_of_risk,category,source
Stuff win generation. Your subscription may renew automatically unless cancelled manually.,medium,0,0.69,late_fees,synthetic_template
Among perform then which. User data might be shared for analytics under anonymized conditions.,medium,0,0.49,termination_rights,semi_random_generated
Set fear citizen. The company has the right to terminate services at its sole discretion.,high,1,0.91,data_retention,semi_random_generated
Imagine respond matter investment source number. User data might be shared for analytics under anonymized conditions.,medium,0,0.7,third_party_sharing,synthetic_template
These case professor improve win teach. User data might be shared for analytics under anonymized conditions.,medium,0,0.59,penalty_clauses,synthetic_template
Behavior audience soldier amount difficult only. Your subscription may renew automatically unless cancelled manually.,medium,0,0.65,user_obligations,synthetic_template
Foreign hotel though point true when. Data sharing with third parties occurs only after explicit consent.,low,0,0.43,data_retention,synthetic_template
Produce least really market sense likely. Interest rates can reach up to 42% annually.,high,1,0.98,third_party_sharing,semi_random_generated
Late meeting visit reveal level wear. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.82,privacy_data_usage,semi_random_generated
Major create television kid according. Failure to comply may result in service suspension upon review.,medium,0,0.72,third_party_sharing,semi_random_generated
Get try tend. Interest rates can reach up to 42% annually.,high,1,0.89,consent_clarity,synthetic_template
Chance base physical. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.41,user_obligations,synthetic_template
Later sometimes help too firm. Network material sense cultural happen. Late payment will incur a recurring penalty of 25% per month.,high,1,0.89,third_party_sharing,synthetic_template
People tonight quite move. User data might be shared for analytics under anonymized conditions.,medium,0,0.78,consent_clarity,semi_random_generated
Production evening keep draw store. Users will be notified of any major changes to the agreement.,low,0,0.01,payment_terms,synthetic_template
Pm oil total public right police doctor performance. Step long like from audience day next guess. Users will be notified of any major changes to the agreement.,low,0,0.18,user_obligations,synthetic_template
Difference out north page. Collected personal data may be shared with affiliates without your consent.,high,1,0.89,payment_terms,synthetic_template
Attorney avoid surface individual within many human out. Personal data will only be used to provide requested services.,low,0,0.02,third_party_sharing,semi_random_generated
Yourself state response clearly his family dinner. Users will be notified of any major changes to the agreement.,low,0,0.26,data_retention,semi_random_generated
Positive language attack Mrs choose. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.82,consent_clarity,synthetic_template
Space several dinner. You may terminate your agreement at any time with a 7-day notice.,low,0,0.04,payment_terms,semi_random_generated
Benefit forget take surface. Failure to comply may result in service suspension upon review.,medium,0,0.82,privacy_data_usage,synthetic_template
Role different natural here scientist stay attack. Personal data will only be used to provide requested services.,low,0,0.17,late_fees,synthetic_template
Attack stop level road. Your subscription may renew automatically unless cancelled manually.,medium,0,0.82,late_fees,semi_random_generated
True trip stand offer money write. Strategy edge just task technology tax. Your subscription may renew automatically unless cancelled manually.,medium,0,0.49,interest_rates,synthetic_template
Campaign from important officer road family true. We may modify the terms without prior notice to the user.,high,1,0.94,third_party_sharing,synthetic_template
Single move then protect. Users will be notified of any major changes to the agreement.,low,0,0.43,third_party_sharing,semi_random_generated
Effort red write five. The company has the right to terminate services at its sole discretion.,high,1,0.99,payment_terms,synthetic_template
Add very cultural memory. Users will be notified of any major changes to the agreement.,low,0,0.13,privacy_data_usage,semi_random_generated
Every stay eye home than. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.49,termination_rights,synthetic_template
Right watch security. Draw defense sure who matter whatever shake. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.56,privacy_data_usage,semi_random_generated
Little event argue beyond trade. Interest rates can reach up to 42% annually.,high,1,0.92,consent_clarity,synthetic_template
Report network piece get tax. Interest rates can reach up to 42% annually.,high,1,0.88,consent_clarity,synthetic_template
